,LEMMA,HEAD,HEAD POS,HEAD GEN,LEMMA GEN,SYSTEM_SUFFIX,HEAD_SUFFIX
1,αρηιθοος,θοος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
2,υπεριων,ειμι,Verb,V,ονος,"('ιων', 'ονος')",V
3,αστεροπη,οψομαι,Verb,V,ης,"('η', 'ης')",V
4,λεχεποιης,οποι,Verb,V,ου,"('ης', 'ου')",V
5,φυγοπτολεμος,πτολεμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
6,πολυμυθος,μυθος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
7,προθοων,ωθεω,Verb,V,ωνος,"('ων', 'ωνος')",V
8,κερτομιος,τεμνω,Verb,V,ον,"('ιος', 'ον')",V
9,ευχροης,χροα,Noun,ας,ες,"('ης', 'ες')","('α', 'ας')"
12,ανοσος,νοσος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
13,πολυμηλος,μηλον,Noun,ου,ον,"('ηλος', 'ον')","('ον', 'ου')"
16,αποτροπος,φρενοω,Verb,V,ον,"('ος', 'ον')",V
17,ιθαγενης,ανδρος,Noun,ου,ους,"('ης', 'ους')","('ρος', 'ου')"
19,ανδραγρια,αγρα,Noun,ας,ων,"('ια', 'ων')","('ρα', 'ας')"
20,εναλιγκιος,στρεφω,Verb,V,ον,"('ιος', 'ον')",V
21,πολυανθης,ανθος,Noun,ου,ες,"('ης', 'ες')","('ος', 'ου')"
22,αλληλων,λεια,Noun,ας,e,,"('εια', 'ας')"
24,αγερωχος,οχη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
25,αγηνορια,nan,Verb,V,ης,"('ια', 'ης')",V
26,αγηνωρ,ανδρος,Noun,ου,ορος,"('ωρ', 'ορος')","('ρος', 'ου')"
27,αγηνωρ,ανδρος,Noun,ου,ορος,"('ωρ', 'ορος')","('ρος', 'ου')"
30,αγκυλοτοξος,τοξον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
32,αγλαοκαρπος,καρπος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
34,αγνωστος,γνωστος,Adjective,ον,ον,"('στος', 'ον')","('στος', 'ον')"
35,αγραυλος,nan,Verb,V,ον,"('λος', 'ον')",V
36,αγριοφωνος,φωνη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
37,αγχεμαχος,μαχομαι,Verb,V,ον,"('ος', 'ον')",V
38,αγχιαλος,αλος,Adjective,ου,ον,"('λος', 'ον')","('λος', 'ου')"
40,αγχιθεος,θε,Verb,V,ον,"('εος', 'ον')",V
41,αγχιμαχητης,μαχομαι,Verb,V,ου,"('ητης', 'ου')",V
44,αγχιστινος,στη,Verb,V,ον,"('νος', 'ον')",V
45,αδακρυτος,αδακρυς,Noun,υ,ον,"('τος', 'ον')","('υς', 'υ')"
47,αδαμαστος,δαμαζω,Verb,V,ον,"('στος', 'ον')",V
48,αδαημων,δαημων,Adjective,ον,ον,"('μων', 'ον')","('μων', 'ον')"
49,αδεης,δεος,Noun,e,ες,"('ης', 'ες')",
52,αδηριτος,δηρις,Noun,ιος,ον,"('ιτος', 'ον')","('ις', 'ιος')"
53,αδμητος,nan,Verb,V,ου,"('τος', 'ου')",V
54,αδμητος,δαμνημι,Verb,V,ου,"('τος', 'ου')",V
58,αεκων,κρουσμα,Noun,ατος,ον,"('ων', 'ον')","('α', 'ατος')"
60,αελπης,εσπομαι,Verb,V,ες,"('ης', 'ες')",V
61,αεναων,ναω,Verb,V,ον,"('ων', 'ον')",V
63,αερσιπους,σποδος,Noun,ου,ουν,"('υς', 'ουν')","('ος', 'ου')"
64,αεσιφροσυνη,nan,Verb,V,ης,"('συνη', 'ης')",V
65,αεσιφρων,φρην,Noun,e,ον,"('ων', 'ον')",
66,αθανατος,θανατος,Noun,ου,ον,"('τος', 'ον')","('τος', 'ου')"
67,αθαπτος,θαπτω,Verb,V,ον,"('τος', 'ον')",V
68,αθεμιστιος,θεμιστειος,Adjective,ον,ον,"('ιος', 'ον')","('ειος', 'ον')"
69,αθεμιστος,θεμιστειος,Adjective,ον,ον,"('στος', 'ον')","('ειος', 'ον')"
70,αθεσφατος,θεσφατος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
71,αθηρηλοιγος,λοιγος,Adjective,ον,ου,"('ος', 'ου')","('ος', 'ον')"
74,αιγιαλεια,nan,Verb,V,ας,"('εια', 'ας')",V
75,αιγιαλος,nan,Verb,V,ου,"('λος', 'ου')",V
77,αιγιλιψ,nan,Verb,V,ιπος,,V
78,αιγιοχος,εχω,Verb,V,ου,"('ος', 'ου')",V
81,αιδρειη,nan,Verb,V,ης,"('ιη', 'ης')",V
83,αιειγενετης,γενεσθαι,Verb,V,ου,"('ετης', 'ου')",V
84,αιζηος,nan,Verb,V,ου,"('ος', 'ου')",V
85,αιθιοψ,nan,Verb,V,οπος,,V
86,αιθοψ,οψομαι,Verb,V,οπος,,V
87,αιθρηγενετης,nan,Verb,V,ου,"('ετης', 'ου')",V
88,αιθρηγενης,γενεσθαι,Verb,V,ες,"('ης', 'ες')",V
90,αιολοθωρηξ,nan,Verb,V,ηκος,,V
91,αιολομιτρης,nan,Verb,V,ου,"('ης', 'ου')",V
92,αινομορος,nan,Verb,V,ον,"('ρος', 'ον')",V
93,αιπολος,nan,Verb,V,ου,"('λος', 'ου')",V
96,ακαλαρρειτης,ρεω,Verb,V,αο,,V
99,ακαματος,nan,Verb,V,ον,"('τος', 'ον')",V
100,ακανθα,nan,Verb,V,ης,"('α', 'ης')",V
102,ακηδης,nan,Verb,V,ες,"('ης', 'ες')",V
103,ακηλητος,nan,Verb,V,ον,"('τος', 'ον')",V
104,ακηρασιος,nan,Verb,V,ον,"('σιος', 'ον')",V
105,ακηρατος,κηραινω,Verb,V,ον,"('τος', 'ον')",V
107,ακικυς,nan,Verb,V,υος,"('υς', 'υος')",V
110,ακληρος,κληρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
111,ακοιτης,nan,Verb,V,ου,"('της', 'ου')",V
112,ακοιτις,κειμαι,Verb,V,ιος,"('τις', 'ιος')",V
114,ακορητος,κορεννυμι,Verb,V,ον,"('τος', 'ον')",V
116,ακριτος,κρινω,Verb,V,ον,"('ιτος', 'ον')",V
117,ακριτομυθος,μυ,Noun,μυ,ον,"('ος', 'ον')",
118,ακροκομος,nan,Verb,V,ον,"('μος', 'ον')",V
119,ακροπολις,πολις,Noun,εως,εως,"('ις', 'εως')","('ις', 'εως')"
120,ακροπολος,πελομαι,Verb,V,ον,"('λος', 'ον')",V
121,ακρονεως,ναυς,Noun,e,ω,"('ως', 'ω')",
122,ακροπορος,nan,Verb,V,ον,"('ρος', 'ον')",V
123,ακτημων,nan,Verb,V,ον,"('μων', 'ον')",V
124,αλαοσκοπιη,nan,Verb,V,ης,"('ιη', 'ης')",V
126,αλεξανδρος,ανδρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
127,αληθεια,λανθανω,Verb,V,ας,"('εια', 'ας')",V
128,αληθης,λανθανω,Verb,V,ες,"('ης', 'ες')",V
130,αλιζωνος,ζωννυμι,Verb,V,ον,"('νος', 'ον')",V
132,αλιμυρηεις,nan,Verb,V,ηεν,"('εις', 'ηεν')",V
133,αλιοτρεφης,nan,Verb,V,ες,"('ης', 'ες')",V
135,αλιπορφυρος,nan,Verb,V,ον,"('ρος', 'ον')",V
137,αλκανδρος,nan,Verb,V,ου,"('ρος', 'ου')",V
140,αλληλων,nan,Verb,V,e,,V
141,αλλοδαπος,δαπεδον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
142,αλλοειδης,nan,Verb,V,ες,"('ιδης', 'ες')",V
144,αλλοπροσαλλος,nan,Verb,V,ον,"('λος', 'ον')",V
146,αλοχος,ολεομαι,Verb,V,ον,"('ος', 'ον')",V
148,αλυτος,λυτως,Verb,V,ον,"('τος', 'ον')",V
149,αλφηστης,nan,Verb,V,ου,"('της', 'ου')",V
151,αμαξιτος,nan,Verb,V,ου,"('ιτος', 'ου')",V
152,αμαρτοεπης,nan,Verb,V,ες,"('ης', 'ες')",V
153,αματροχια,τρεχω,Verb,V,ας,"('ια', 'ας')",V
157,αμεγαρτος,μεγαιρω,Verb,V,ον,"('τος', 'ον')",V
158,αμειλικτος,nan,Verb,V,ον,"('τος', 'ον')",V
159,αμειλιχος,μειλιχη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
160,αμενηνος,nan,Verb,V,ον,"('νος', 'ον')",V
161,αμετρητος,μετρητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
163,αμηχανος,μηχανη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
164,αμιτροχιτωνες,nan,Verb,V,ωνων,,V
166,αμμορος,nan,Verb,V,ον,"('ρος', 'ον')",V
168,αμπυξ,nan,Verb,V,υκος,,V
169,αμυμων,μυμα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
170,αμφασιη,φημι,Verb,V,ης,"('σιη', 'ης')",V
171,αμφηκης,nan,Verb,V,ες,"('ης', 'ες')",V
172,αμφηρεφης,nan,Verb,V,ες,"('ης', 'ες')",V
173,αμφηριστος,nan,Verb,V,ον,"('στος', 'ον')",V
174,αμφιαλος,αλος,Adjective,ου,ον,"('λος', 'ον')","('λος', 'ου')"
178,αμφιγυος,αμφι,Verb,V,ον,"('ος', 'ον')",V
180,αμφιδρυφος,nan,Verb,V,ον,"('ος', 'ον')",V
181,αμφιελισσα,ελισσω,Verb,V,ης,"('σα', 'ης')",V
182,αμφιθαλης,nan,Verb,V,ες,"('ης', 'ες')",V
183,αμφιθετος,nan,Verb,V,ον,"('ετος', 'ον')",V
184,αμφικομος,κομη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
185,αμφικυπελλος,κυπελλον,Noun,ου,ον,"('λος', 'ον')","('ον', 'ου')"
186,αμφιλοχος,nan,Verb,V,ου,"('ος', 'ου')",V
187,αμφιλυκη,nan,Verb,V,νυξ,,V
188,αμφιμαχος,nan,Verb,V,ου,"('ος', 'ου')",V
190,αμφινομος,nan,Verb,V,ου,"('μος', 'ου')",V
191,αμφιπολος,θεσμοπολος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
192,αμφιρυτος,ρεω,Verb,V,ον,"('τος', 'ον')",V
193,αμφιστρεφης,nan,Verb,V,ες,"('ης', 'ες')",V
194,αμφιτριτη,nan,Verb,V,ης,"('η', 'ης')",V
195,αμφιτρυων,nan,Verb,V,ωνος,"('ων', 'ωνος')",V
196,αμφιφαλος,nan,Verb,V,ον,"('λος', 'ον')",V
197,αμφιφορευς,nan,Verb,V,εως,"('ευς', 'εως')",V
198,αμφωτος,nan,Verb,V,ον,"('ωτος', 'ον')",V
199,αμωμητος,μωμητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
201,αναεδνος,nan,Verb,V,ον,"('νος', 'ον')",V
202,αναδεσμη,nan,Verb,V,ης,"('η', 'ης')",V
203,αναιδεια,nan,Verb,V,ας,"('εια', 'ας')",V
204,αναιδης,nan,Verb,V,ες,"('ιδης', 'ες')",V
205,αναιμων,nan,Verb,V,ον,"('μων', 'ον')",V
206,αναιτιος,ωον,Noun,ου,ος,"('ιος', 'ος')","('ον', 'ου')"
207,αναλκις,αλκη,Noun,ης,ιδος,"('ις', 'ιδος')","('η', 'ης')"
208,αναλτος,nan,Verb,V,ον,"('τος', 'ον')",V
210,αναρσιος,αραρισκω,Verb,V,ον,"('σιος', 'ον')",V
211,αναυδος,nan,Verb,V,ον,"('ος', 'ον')",V
212,ανδραγρια,nan,Verb,V,ων,"('ια', 'ων')",V
213,ανδραιμονιδης,nan,Verb,V,ου,"('ιδης', 'ου')",V
214,ανδραιμων,nan,Verb,V,ονος,"('μων', 'ονος')",V
215,ανδραποδον,nan,Verb,V,ου,"('ον', 'ου')",V
218,ανδροκμητος,nan,Verb,V,ον,"('τος', 'ον')",V
220,ανδρομαχη,μαχομαι,Verb,V,ης,"('η', 'ης')",V
222,ανδροφαγος,nan,Verb,V,ον,"('ος', 'ον')",V
223,ανδροφονος,θεινω,Verb,V,ον,"('νος', 'ον')",V
224,ανειμων,nan,Verb,V,ον,"('μων', 'ον')",V
225,ανεμοσκεπης,nan,Verb,V,ες,"('ης', 'ες')",V
226,ανεμοτρεφης,nan,Verb,V,ες,"('ης', 'ες')",V
227,ανηνυστος,nan,Verb,V,ον,"('στος', 'ον')",V
228,ανεστιος,nan,Verb,V,ον,"('ιος', 'ον')",V
229,ανηνωρ,nan,Verb,V,ορος,"('ωρ', 'ορος')",V
230,ανιδρωτος,nan,Verb,V,ον,"('ωτος', 'ον')",V
232,ανοημων,νοεω,Verb,V,ον,"('μων', 'ον')",V
233,ανολεθρος,nan,Verb,V,ον,"('ρος', 'ον')",V
235,ανοπαια,nan,Verb,V,ων,"('ια', 'ων')",V
236,ανοσος,nan,Verb,V,ον,"('ος', 'ον')",V
237,ανοστος,νοστος,Noun,ου,ον,"('στος', 'ον')","('στος', 'ου')"
238,ανταξιος,nan,Verb,V,ον,"('ιος', 'ον')",V
239,αντηνωρ,ανδρος,Noun,ου,ορος,"('ωρ', 'ορος')","('ρος', 'ου')"
240,αντηνοριδης,nan,Verb,V,ου,"('ιδης', 'ου')",V
242,αντιθεος,θεος,Noun,ου,ον,"('εος', 'ον')","('εος', 'ου')"
243,αντιθυρος,nan,Verb,V,ον,"('ρος', 'ον')",V
245,αντιλοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
246,αντιμαχος,nan,Verb,V,ου,"('ος', 'ου')",V
247,αντινοος,nan,Verb,V,ου,"('ος', 'ου')",V
249,αντιφατης,nan,Verb,V,ου,"('της', 'ου')",V
250,αντιφονος,θεινω,Verb,V,ον,"('νος', 'ον')",V
251,αντιφος,φονος,Noun,ου,ου,"('ος', 'ου')","('νος', 'ου')"
252,αντυξ,τευχω,Verb,V,υγος,,V
253,ανωιστος,nan,Verb,V,ον,"('στος', 'ον')",V
255,αξυλος,nan,Verb,V,ον,"('λος', 'ον')",V
256,αολλης,ειλω,Verb,V,ες,"('ης', 'ες')",V
257,απαλαμνος,nan,Verb,V,ον,"('νος', 'ον')",V
258,απαλοτρεφης,nan,Verb,V,ες,"('ης', 'ες')",V
260,απαστος,πατεομαι,Verb,V,ον,"('στος', 'ον')",V
261,απειλητηρ,nan,Verb,V,ηρος,"('τηρ', 'ηρος')",V
264,απειρων,πειραρ,Noun,ατος,ον,"('ων', 'ον')",
266,απερεισιος,πειραρ,Noun,ατος,ον,"('σιος', 'ον')",
267,απευθης,nan,Verb,V,ες,"('ης', 'ες')",V
268,απημαντος,πημαινω,Verb,V,ον,"('τος', 'ον')",V
269,απημων,πημα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
271,απηωρος,nan,Verb,V,ον,"('ρος', 'ον')",V
272,απιστος,πευθομαι,Verb,V,ον,"('στος', 'ον')",V
273,απνευστος,nan,Verb,V,ον,"('στος', 'ον')",V
275,αποινα,ποινη,Noun,ης,ων,"('α', 'ων')","('η', 'ης')"
276,απολυμαντηρ,αλμαινομαι,Verb,V,ηρος,"('τηρ', 'ηρος')",V
277,απορθητος,πορθεω,Verb,V,ον,"('τος', 'ον')",V
279,απριατος,nan,Verb,V,ον,"('τος', 'ον')",V
280,αποτμος,ποτμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
281,αποτροπος,nan,Verb,V,ον,"('ος', 'ον')",V
282,απροτιμαστος,μαιομαι,Verb,V,ον,"('στος', 'ον')",V
283,απτερος,περ,Verb,V,ον,"('τερος', 'ον')",V
284,απτοεπης,επος,Noun,e,ες,"('ης', 'ες')",
285,απτολεμος,πολεμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
286,απυργωτος,πυργοω,Verb,V,ον,"('ωτος', 'ον')",V
289,απυστος,πυνθανομαι,Verb,V,ον,"('στος', 'ον')",V
290,αργειφοντης,φονος,Noun,ου,ου,"('της', 'ου')","('νος', 'ου')"
291,αργικεραυνος,κεραυνος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
293,αργιπους,σποδος,Noun,ου,οδος,,"('ος', 'ου')"
294,αργυροδινης,δινη,Noun,ης,ου,"('ης', 'ου')","('η', 'ης')"
295,αργυροπεζα,πεζα,Noun,ης,ας,"('α', 'ας')","('α', 'ης')"
296,αρηιθοος,nan,Verb,V,ον,"('ος', 'ον')",V
298,αρηιφιλος,φιλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
299,αριαδνη,αγνος,Adjective,ον,ης,"('η', 'ης')","('νος', 'ον')"
300,αριγνωτος,nan,Verb,V,ου,"('ωτος', 'ου')",V
301,αριδεικετος,δεικνυμι,Verb,V,ον,"('ετος', 'ον')",V
302,αριζηλος,δεατος,Noun,e,ον,"('ηλος', 'ον')",
303,αριπρεπης,πρεπω,Verb,V,ες,"('ης', 'ες')",V
304,αρισφαλης,nan,Verb,V,ες,"('ης', 'ες')",V
306,αρχεκακος,κακον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
309,αρρηκτος,ρηγνυμι,Verb,V,ον,"('τος', 'ον')",V
311,αρτιεπης,επει,Verb,V,ες,"('ης', 'ες')",V
313,αρτιφρων,φρενοω,Verb,V,ον,"('ων', 'ον')",V
314,αρχελοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
315,αρχεπτολεμος,πτολεμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
319,ασινης,σινομαι,Verb,V,ες,"('ης', 'ες')",V
320,ασκελης,σκελλω,Verb,V,ες,"('ης', 'ες')",V
322,ασκοπος,σκοπεω,Verb,V,ον,"('ος', 'ον')",V
324,αστεροπαιος,nan,Verb,V,ου,"('ιος', 'ου')",V
325,αστεροπη,οψομαι,Verb,V,ης,"('η', 'ης')",V
326,αστεροπητης,nan,Verb,V,ου,"('ητης', 'ου')",V
329,αστυπυλος,πυλη,Noun,ης,ου,"('λος', 'ου')","('η', 'ης')"
332,ασωπος,πος,Verb,V,ου,"('ος', 'ου')",V
333,αταλαντος,ταλαντον,Noun,ου,ον,"('τος', 'ον')","('ον', 'ου')"
334,αταλαφρων,φρενοω,Verb,V,ον,"('ων', 'ον')",V
337,ατασθαλος,θαλλω,Verb,V,ον,"('λος', 'ον')",V
339,ατειρης,τειρω,Verb,V,ες,"('ης', 'ες')",V
340,ατελεστος,τελεστης,Noun,ου,ον,"('στος', 'ον')","('της', 'ου')"
341,ατελευτητος,τελευταω,Verb,V,ον,"('τος', 'ον')",V
342,ατερπης,στερομαι,Verb,V,ες,"('ης', 'ες')",V
343,ατιμητος,τιμαω,Verb,V,ον,"('τος', 'ον')",V
344,ατιμος,τιμη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
345,ατιτος,τινυμι,Verb,V,ον,"('ιτος', 'ον')",V
347,ατλητος,τλητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
348,ατραπιτος,τραπεω,Verb,V,ου,"('ιτος', 'ου')",V
349,ατριπτος,τριβω,Verb,V,ον,"('τος', 'ον')",V
350,ατρομος,τρομος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
351,ατρυγετος,τρυγων,Noun,ονος,ον,"('ετος', 'ον')","('ων', 'ονος')"
352,ατρυτωνη,ατρυτος,Adjective,ον,ης,"('η', 'ης')","('τος', 'ον')"
353,αυιαχος,nan,Verb,V,ον,"('ος', 'ον')",V
354,αυλωπις,πος,Verb,V,ιδος,"('ις', 'ιδος')",V
355,αυπνος,υπνος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
356,αυταγρετος,αγρεω,Verb,V,ον,"('ετος', 'ον')",V
357,αυτοδιδακτος,διδασκω,Verb,V,ον,"('τος', 'ον')",V
358,αυτοετης,ετειος,Adjective,ον,ες,"('ετης', 'ες')","('ειος', 'ον')"
359,αυτοκασιγνητος,γενεσθαι,Verb,V,ου,"('τος', 'ου')",V
360,αυτολυκος,nan,Verb,V,ου,"('ος', 'ου')",V
361,αυτοματος,nan,Verb,V,ον,"('τος', 'ον')",V
364,αυτοσταδιη,σταδιος,Adjective,ον,ης,"('ιη', 'ης')","('ιος', 'ον')"
365,αυτοσχεδιος,σχεδιος,Noun,ος,ον,"('ιος', 'ον')","('ιος', 'ος')"
366,αυτοφονος,nan,Verb,V,ον,"('νος', 'ον')",V
367,αυτοχοωνος,χοανος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
368,αφαλος,φαλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
369,αφθιτος,φθινω,Verb,V,ον,"('ιτος', 'ον')",V
370,αφραδης,υποφραζομαι,Verb,V,ες,"('ης', 'ες')",V
371,αφραδιη,υποφραζομαι,Verb,V,ης,"('ιη', 'ης')",V
373,αφροσυνη,nan,Verb,V,ης,"('συνη', 'ης')",V
374,αφρων,φρενοω,Verb,V,ον,"('ων', 'ον')",V
375,αχαριστος,αχαριστος,Adjective,ον,ον,"('στος', 'ον')","('στος', 'ον')"
377,αψορρος,ορνυμι,Verb,V,ον,"('ρος', 'ον')",V
379,ευρυμεδουσα,μεδω,Verb,V,ης,"('σα', 'ης')",V
381,νηριτος,αριθμος,Noun,ου,ον,"('ιτος', 'ον')","('μος', 'ου')"
382,κερτομιος,nan,Verb,V,ον,"('ιος', 'ον')",V
383,μενεχαρμος,nan,Verb,V,ον,"('μος', 'ον')",V
385,βαθυδινης,δινη,Noun,ης,ου,"('ης', 'ου')","('η', 'ης')"
386,βαθυδινηεις,δινη,Noun,ης,εν,"('εις', 'εν')","('η', 'ης')"
387,βαθυζωνος,ζωνη,Noun,ης,ου,"('νος', 'ου')","('η', 'ης')"
389,βαθυκολπος,κολπος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
390,βαθυλειμος,λειμων,Noun,ωνος,ον,"('μος', 'ον')","('μων', 'ωνος')"
391,βαθυρρειτης,ηρεμει,Verb,V,ου,"('της', 'ου')",V
393,βαθυσχοινος,σχοινος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
394,βηταρμων,αραρισκω,Verb,V,ονος,"('μων', 'ονος')",V
395,βιανωρ,ανδρος,Noun,ου,ορος,"('ωρ', 'ορος')","('ρος', 'ου')"
396,βλοσυρωπις,πος,Verb,V,ιδος,"('ις', 'ιδος')",V
397,βοηθοος,ωθεω,Verb,V,ον,"('ος', 'ον')",V
398,βοηλασια,ελαυνω,Verb,V,ας,"('σια', 'ας')",V
402,βουκολος,βους,Noun,e,ου,"('λος', 'ου')",
403,βουληφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
404,βουπρασιον,πρασον,Noun,ου,ου,"('σιον', 'ου')","('ον', 'ου')"
405,βοωπις,nan,Verb,V,ιδος,"('ις', 'ιδος')",V
407,βροτολοιγος,λοιγος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
408,βωτιανειρα,ανδρος,Noun,ου,ας,"('ρα', 'ας')","('ρος', 'ου')"
409,γαιηοχος,οχεω,Verb,V,ον,"('ος', 'ον')",V
410,γαμψωνυξ,ονυξ,Noun,υχος,υχος,,
413,γυναιμανης,μαινομαι,Verb,V,ες,"('ης', 'ες')",V
414,δασπλητις,πελαζω,Verb,V,e,,V
415,δασυμαλλος,μαλλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
416,δεισηνωρ,ανδρος,Noun,ου,ορος,"('ωρ', 'ορος')","('ρος', 'ου')"
417,δεκαχιλοι,χιλιοι,Adjective,α,α,,
418,δεσποινα,δεσποτης,Noun,ου,ης,"('α', 'ης')","('της', 'ου')"
421,δηιοπιτης,οπις,Noun,e,ου,"('της', 'ου')",
422,δηιπυλος,πυλος,Adjective,ου,ου,"('λος', 'ου')","('λος', 'ου')"
426,δυωκαιεικοσιμετρος,μετρον,Noun,ου,ον,"('ρος', 'ον')","('ον', 'ου')"
429,δαιφρων,φρενοω,Verb,V,ονος,"('ων', 'ονος')",V
431,δημοδοκος,δεκομαι,Verb,V,ου,"('ος', 'ου')",V
432,δαπεδον,πεδον,Noun,ου,ου,"('ον', 'ου')","('ον', 'ου')"
433,δημοπτολεμος,πολεμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
438,διηνεκης,ηνεκης,Verb,V,ες,"('ης', 'ες')",V
439,διιπετης,πιπτω,Verb,V,ες,"('ετης', 'ες')",V
440,δικασπολος,θεσμοπολος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
441,δικλις,κλινω,Verb,V,ιδος,"('ις', 'ιδος')",V
442,διογενης,γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
444,διομηδη,μηδομαι,Verb,V,ης,"('η', 'ης')",V
446,διοτρεφης,τρεφω,Verb,V,ες,"('ης', 'ες')",V
447,διπλαξ,πλεκω,Verb,V,ακος,,V
449,διπτυχος,πτυσσω,Verb,V,ον,"('ος', 'ον')",V
450,δισθανης,θνησκω,Verb,V,ες,"('ης', 'ες')",V
451,δισκουρα,ουρον,Noun,ου,ων,"('ρα', 'ων')","('ον', 'ου')"
452,διφρος,φερω,Verb,V,ου,"('ρος', 'ου')",V
453,δολιχαυλος,αυλη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
455,δολιχηρετμος,ερετμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
456,δολιχοσκιος,σκια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
459,δολοπιων,πινος,Noun,ου,ονος,"('ιων', 'ονος')","('νος', 'ου')"
460,δολοφρονεων,φρονεω,Verb,V,εον,,V
462,δολοψ,οψομαι,Verb,V,e,,V
466,δουρικλυτος,κλυτος,Adjective,ον,ου,"('τος', 'ου')","('τος', 'ον')"
469,δρυοχος,εχω,Verb,V,ου,"('ος', 'ου')",V
470,δρυτομος,τομη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
472,δυσαης,αημι,Verb,V,ες,"('ης', 'ες')",V
473,δυσαμμορος,αμμορος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
475,δυσηλεγης,αλεγω,Verb,V,ες,"('ης', 'ες')",V
477,δυσκελαδος,κελαδος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
478,δυσκηδης,κηδω,Verb,V,ες,"('ης', 'ες')",V
483,δυσπονης,υης,Noun,ου,ες,"('ης', 'ες')","('ης', 'ου')"
484,δυστηνος,ιστημι,Verb,V,ον,"('νος', 'ον')",V
485,δυσχειμερος,χειμεριος,Noun,α,ον,"('ρος', 'ον')","('ιος', 'α')"
486,δυσωνυμος,νωνυμος,Adjective,ον,ον,"('μος', 'ον')","('μος', 'ον')"
489,εγκεφαλος,nan,Verb,V,ον,"('λος', 'ον')",V
490,εγχεσιμωρος,μαρναμαι,Verb,V,ον,"('ρος', 'ον')",V
491,εγχεσπαλος,παλλω,Verb,V,ον,"('λος', 'ον')",V
493,εικοσινηριτος,αριθμος,Noun,ου,ον,"('ιτος', 'ον')","('μος', 'ου')"
501,εινοσιφυλλος,nan,Verb,V,ον,"('λος', 'ον')",V
502,ειροποκος,nan,Verb,V,ον,"('ος', 'ον')",V
504,εκαεργος,nan,Verb,V,ου,"('ος', 'ου')",V
507,εκατογχειρος,nan,Verb,V,ον,"('ρος', 'ον')",V
510,εκατομπυλος,πυλη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
511,εκατος,nan,Verb,V,ου,"('τος', 'ου')",V
512,εκγονος,nan,Verb,V,ον,"('νος', 'ον')",V
515,εκπαγλος,ολος,Adjective,ολον,ον,"('λος', 'ον')",
