,LEMMA,HEAD,HEAD POS,HEAD GEN,LEMMA GEN,SYSTEM_SUFFIX,HEAD_SUFFIX
43826,υπωμιη,ωμος,Adjective,ον,ης,"('ιη', 'ης')","('μος', 'ον')"
43828,υπωροφιος,οροφος,Noun,ου,ον,"('ιος', 'ον')","('ος', 'ου')"
43829,υπαγγελος,αγγελος,Adjective,ου,ον,"('λος', 'ον')","('λος', 'ου')"
43834,υπαλληλος,αλληλων,Noun,e,ον,"('ηλος', 'ον')",
43835,υπαλπειος,αλπεες,Verb,V,ον,"('ειος', 'ον')",V
43840,υπαργιλος,αργιλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
43841,υπαργυρος,αργυρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
43842,υπαρκτιος,αρκτος,Adjective,ου,ον,"('ιος', 'ον')","('τος', 'ου')"
43844,υπατοπος,ατροπιος,Adjective,ον,ον,"('ος', 'ον')","('ιος', 'ον')"
43845,υπατυφος,ατυφως,Verb,V,ον,"('ος', 'ον')",V
43848,υπεγγυος,εγγυη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
43851,υπεκπυρος,εκυρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
43852,υπελαφρος,ελαφρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43856,υπεξοδος,εξοδιος,Adjective,ον,ου,"('ος', 'ου')","('ιος', 'ον')"
43857,υπεραγνος,αγνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43858,υπεραισχρος,αισχρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43859,υπερακμος,ακμη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
43860,υπερακρος,ακρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43861,υπεραλλος,αλλος,Adjective,ο,ον,"('λος', 'ον')",
43862,υπεραντλος,αντλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
43863,υπερασθμος,ασθμα,Noun,ατος,ον,"('μος', 'ον')","('α', 'ατος')"
43864,υπεραυχος,αυχη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
43865,υπεργειος,γη,Noun,ης,ον,"('ειος', 'ον')","('η', 'ης')"
43866,υπεργηρως,γηρας,Noun,e,ων,,
43867,υπερδασυς,δασυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
43869,υπερδικος,δικη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
43870,υπερδιψος,διψα,Noun,ης,ον,"('ος', 'ον')","('α', 'ης')"
43871,υπερδουλος,δουλος,Adjective,ον,ου,"('λος', 'ου')","('λος', 'ον')"
43872,υπερεικον,ερεικη,Noun,ης,ου,"('ον', 'ου')","('η', 'ης')"
43873,υπερεικος,ερετικος,Adjective,ον,ου,"('ος', 'ου')","('ος', 'ον')"
43876,υπερηδυς,ηδυς,Adjective,ηδυ,υ,"('υς', 'υ')",
43877,υπερημος,ερημος,Adjective,ον,ον,"('μος', 'ον')","('μος', 'ον')"
43879,υπερθεος,θεος,Noun,ου,ον,"('εος', 'ον')","('εος', 'ου')"
43880,υπερθερμος,θερμος,Adjective,ον,ον,"('μος', 'ον')","('μος', 'ον')"
43881,υπερθρονος,θρονος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
43883,υπερθυρος,θυρα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
43884,υπερινος,ινεω,Verb,V,ον,"('νος', 'ον')",V
43885,υπερισχνος,ισχνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43886,υπερκαιρος,καιρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
43887,υπερκαλος,καλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
43889,υπερκομπος,κομπος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43891,υπερκορος,κορεννυμι,Verb,V,ον,"('ρος', 'ον')",V
43892,υπερκοτος,κοτος,Noun,ου,ον,"('τος', 'ον')","('τος', 'ου')"
43894,υπερλεπτος,λεπτος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
43896,υπερλοφος,λοφος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43898,υπερμεστος,μεστος,Adjective,ον,ον,"('στος', 'ον')","('στος', 'ον')"
43899,υπερμετρος,μετρον,Noun,ου,ον,"('ρος', 'ον')","('ον', 'ου')"
43904,υπερξενος,ξενος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43905,υπερξηρος,ξηρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43906,υπερογκος,ογκος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43907,υπεροικος,οικεω,Verb,V,ον,"('ος', 'ον')",V
43908,υπεροινος,οινος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
43909,υπεροξυς,οξυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
43910,υπεροπλος,οπλον,Noun,ου,ον,"('λος', 'ον')","('ον', 'ου')"
43912,υπερπαχυς,παχυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
43913,υπερπικρος,πικρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43914,υπερπλεως,πλεως,Adjective,ων,ων,,
43916,υπερπολλος,πολλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
43918,υπερπονος,πονεω,Verb,V,ον,"('νος', 'ον')",V
43919,υπερπτωχος,πτωχος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43921,υπερσεμνος,σεμνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43922,υπερσοφος,σοφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43923,υπερτολμος,τολμα,Noun,ης,ον,"('μος', 'ον')","('α', 'ης')"
43925,υπερυθρος,ερυθρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43926,υπερφατος,φημι,Verb,V,ον,"('τος', 'ον')",V
43928,υπερφλοιος,φλοιος,Noun,ου,ον,"('ιος', 'ον')","('ιος', 'ου')"
43932,υπερχολος,χολος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
43935,υπερψυχος,ψυχη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
43936,υπερψυχρος,ψυχρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43937,υπερωρος,ωρα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
43940,υπηνεμος,ανεμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
43941,υπηνη,pre-grec ; υπο par etym,Verb,V,ης,"('η', 'ης')",V
43942,υπητριον,ητρον,Noun,ου,ου,"('ιον', 'ου')","('ον', 'ου')"
43948,υπογαιος,γη ; cf,Verb,V,ον,"('ιος', 'ον')",V
43949,υπογειος,γεισος,Noun,ου,ον,"('ειος', 'ον')","('ος', 'ου')"
43950,υπογεισος,γεισον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
43951,υπογεως,γελως,Noun,ωτος,ων,,"('ως', 'ωτος')"
43952,υπογλαυκος,γλαυκος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43953,υπογλισχρος,γλισχρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43954,υπογλυκυς,γλυκυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
43955,υπογλωσσον,γλωσσα,Noun,ης,ου,"('ον', 'ου')","('σα', 'ης')"
43956,υπογλωσσος,γλωσσα,Noun,ης,ον,"('ος', 'ον')","('σα', 'ης')"
43958,υπογυος,γυψος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43959,υπογυρος,γυρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43960,υποδηλος,δηλος,Adjective,ον,ον,"('ηλος', 'ον')","('ηλος', 'ον')"
43961,υποδικος,δικη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
43962,υποδιψος,διψα,Noun,ης,ον,"('ος', 'ον')","('α', 'ης')"
43963,υποδριμυς,δριμυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
43964,υποδροσος,δροσος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43965,υποζυμος,ζυμη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
43967,υποθεναρ,θεναρ,Noun,αρος,αρος,,
43968,υποθερμος,θερμος,Adjective,ον,ον,"('μος', 'ον')","('μος', 'ον')"
43970,υποκενος,κενος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43972,υποκηρος,κηρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
43973,υποκιρρος,κιρρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43974,υποκοιλον,κοιλος,Adjective,ον,ου,"('ον', 'ου')","('λος', 'ον')"
43975,υποκομψος,κομψος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43977,υποκοπρος,κοπρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
43978,υποκουφος,κουφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43979,υποκρημνος,κρημνος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
43980,υποκυκλος,κυκλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
43981,υποκυρτος,κυρτος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
43982,υποκυφος,κυφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43983,υποκωφος,κωφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43984,υπολεπρος,λεπρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43985,υπολεπτος,λεπτος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
43987,υπολιθος,λιθος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43988,υπολισφος,λιστος,Adjective,ον,ον,"('ος', 'ον')","('στος', 'ον')"
43989,υπολιχνος,λιχνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43990,υπολογος,λεγω,Verb,V,ον,"('ος', 'ον')",V
43991,υπολογος,λογος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43992,υπομακρος,μακρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43993,υπομαργος,μαργος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43994,υπομισθος,μισθος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43996,υπομυξος,μυξα,Noun,ων,ον,"('ος', 'ον')","('α', 'ων')"
43997,υπομωρος,μωρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43998,υποξανθος,ξανθος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43999,υποξηρος,ξηρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44000,υποξυλος,ξυλον,Noun,ου,ον,"('λος', 'ον')","('ον', 'ου')"
44001,υποξυρος,ξυρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
44002,υποπαχυς,παχυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
44003,υποπετρος,πετρα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
44004,υποπικρος,πικρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44005,υποπλατυς,πλατυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
44006,υποπλεος,πλεος,Adjective,ον,ον,"('εος', 'ον')","('εος', 'ον')"
44007,υποπλεως,πλεως,Adjective,ων,ων,,
44010,υποποκος,πεκω,Verb,V,ον,"('ος', 'ον')",V
44011,υποπορτις,πορτις,Adjective,ιος,ιος,"('τις', 'ιος')","('τις', 'ιος')"
44013,υποπρεμνος,πρεμνον,Noun,ου,ον,"('νος', 'ον')","('μνον', 'ου')"
44015,υποπτερος,πτερον,Noun,ου,ον,"('τερος', 'ον')","('ον', 'ου')"
44017,υποπυος,πυον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
44019,υποπυρρος,πυρρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44020,υποπωλος,πωλος ; cf,Verb,V,ον,"('λος', 'ον')",V
44021,υπορειος,ορος,Noun,ου,ον,"('ειος', 'ον')","('ρος', 'ου')"
44022,υπορθριος,ορθρος,Noun,ου,ον,"('ιος', 'ον')","('ρος', 'ου')"
44024,υποροφος,οροφος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
44025,υπορρηνος,ρην ; cf,Verb,V,ον,"('νος', 'ον')",V
44026,υπορριζος,ριζα,Noun,ης,ον,"('ος', 'ον')","('α', 'ης')"
44028,υπορρυθμος,ρυθμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
44029,υποσαθρος,σαθρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44031,υποσαπρος,σαπρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44032,υποσεμνος,σεμνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
44033,υποσιμος,σιμος,Adjective,ον,ον,"('μος', 'ον')","('μος', 'ον')"
44034,υποσκιος,σκια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
44035,υποσκληρος,σκληρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44036,υποσκοπος,σκοπος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
44037,υποσομφος,σομφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
44038,υποσοφος,σοφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
44040,υποσπονδος,σπονδη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
44041,υποστεγος,στεγη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
44042,υποστρυφνος,στρυφνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
44043,υποστυλος,στυλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
44045,υποσφαγμα,σφαζω,Verb,V,ατος,"('α', 'ατος')",V
44046,υποτεφρος,τεφρα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
44047,υποτμησις,τμησις,Noun,εως,εως,"('σις', 'εως')","('σις', 'εως')"
44048,υποτραυλος,τραυλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
44049,υποτραχυς,τραχυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
44050,υποτρητος,τρητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
44052,υποτριτος,τριτος,Adjective,ον,ον,"('ιτος', 'ον')","('ιτος', 'ον')"
44053,υποτρομος,τρεμω,Verb,V,ον,"('μος', 'ον')",V
44054,υποτροχος,τροχος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
44055,υποτρυγος,τρυξ,Noun,e,ον,"('ος', 'ον')",
44056,υποτυφλος,τυφλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
44057,υποτυφος,τυφος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
44058,υποφαυλος,φαυλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
44059,υποφυσις,φυσις,Noun,εως,εως,"('σις', 'εως')","('σις', 'εως')"
44060,υποχαλκος,χαλκος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
44061,υποχαυνος,χαυνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
44065,υποχλωρος,χλωρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44066,υποχνοος,χνοη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
44067,υποχολος,χολη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
44070,υποχρυσος,χρυσος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
44071,υποψαμμος,ψαμμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
44072,υποψαρος,ψαρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44074,υποψιλος,ψιλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
44075,υποψυχρος,ψυχρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
44083,υπωμαιος,ωμος,Adjective,ον,ον,"('ιος', 'ον')","('μος', 'ον')"
44088,υπωαδιος,ωον,Noun,ου,ον,"('ιος', 'ον')","('ον', 'ου')"
44090,υσπλαγις,πλαγιως,Verb,V,ιδος,"('ις', 'ιδος')",V
44091,υσπελεθος,π,Noun,ϖ,ου,"('ος', 'ου')",
44094,υστερολογος,λεγω,Verb,V,ον,"('ος', 'ον')",V
44097,υστεροφημια,φημη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
44098,υστεροφθορος,φθειρω,Verb,V,ον,"('ρος', 'ον')",V
44101,υστεροποινος,ποινη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
44102,υστεροποτμος,ποτμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
44104,υστεροφωνος,φωνη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
44105,υστεροχρονος,χρονος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
44108,υφαλικος,αλς,Noun,αλος,ον,"('ος', 'ον')",
44110,υφαντοδονητος,δονεω,Verb,V,ον,"('τος', 'ον')",V
44115,υφεσπεριος,εσπεριος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
44118,υφημιολιος,ημικυκλιος,Adjective,ον,ον,"('λιος', 'ον')","('λιος', 'ον')"
44119,υφηνιοχος,ηνιοχικος,Adjective,ον,ου,"('ος', 'ου')","('ος', 'ον')"
44132,υφηλιος,ηλιος,Noun,ου,ον,"('λιος', 'ον')","('λιος', 'ου')"
44133,υφησσων,ησσων,Adjective,ον,ον,"('ων', 'ον')","('ων', 'ον')"
44137,υφολμιον,ολμος,Noun,ου,ου,"('ιον', 'ου')","('μος', 'ου')"
44138,υψαγορας,αγορευω,Verb,V,ου,"('ας', 'ου')",V
